timepoint,cloudcover,highcloud,midcloud,lowcloud,rh_profile,wind_profile,temp2m,lifted_index,rh2m,msl_pressure,prec_type,prec_amount,snow_depth,wind10m_direction,wind10m_speed,country
162,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 11}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': 13}, {'layer': '800mb', 'rh': 14}, {'layer': '750mb', 'rh': 12}, {'layer': '700mb', 'rh': 11}, {'layer': '650mb', 'rh': 11}, {'layer': '600mb', 'rh': 11}, {'layer': '550mb', 'rh': 9}, {'layer': '500mb', 'rh': 8}, {'layer': '450mb', 'rh': 12}, {'layer': '400mb', 'rh': 12}, {'layer': '350mb', 'rh': 8}, {'layer': '300mb', 'rh': 4}, {'layer': '250mb', 'rh': 6}, {'layer': '200mb', 'rh': 11}]","[{'layer': '950mb', 'direction': 210, 'speed': 2}, {'layer': '900mb', 'direction': 295, 'speed': 2}, {'layer': '850mb', 'direction': 300, 'speed': 3}, {'layer': '800mb', 'direction': 275, 'speed': 2}, {'layer': '750mb', 'direction': 200, 'speed': 2}, {'layer': '700mb', 'direction': 135, 'speed': 3}, {'layer': '650mb', 'direction': 120, 'speed': 4}, {'layer': '600mb', 'direction': 105, 'speed': 4}, {'layer': '550mb', 'direction': 90, 'speed': 3}, {'layer': '500mb', 'direction': 75, 'speed': 3}, {'layer': '450mb', 'direction': 70, 'speed': 3}, {'layer': '400mb', 'direction': 65, 'speed': 3}, {'layer': '350mb', 'direction': 70, 'speed': 4}, {'layer': '300mb', 'direction': 50, 'speed': 4}, {'layer': '250mb', 'direction': 55, 'speed': 2}, {'layer': '200mb', 'direction': 65, 'speed': 3}]",23,-1,14,-9999,rain,5,0,240,2,south africa
165,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': 13}, {'layer': '800mb', 'rh': 12}, {'layer': '750mb', 'rh': 11}, {'layer': '700mb', 'rh': 11}, {'layer': '650mb', 'rh': 12}, {'layer': '600mb', 'rh': 14}, {'layer': '550mb', 'rh': 13}, {'layer': '500mb', 'rh': 12}, {'layer': '450mb', 'rh': 12}, {'layer': '400mb', 'rh': 12}, {'layer': '350mb', 'rh': 9}, {'layer': '300mb', 'rh': 11}, {'layer': '250mb', 'rh': 9}, {'layer': '200mb', 'rh': 15}]","[{'layer': '950mb', 'direction': 290, 'speed': 2}, {'layer': '900mb', 'direction': 300, 'speed': 3}, {'layer': '850mb', 'direction': 285, 'speed': 3}, {'layer': '800mb', 'direction': 270, 'speed': 2}, {'layer': '750mb', 'direction': 175, 'speed': 3}, {'layer': '700mb', 'direction': 145, 'speed': 3}, {'layer': '650mb', 'direction': 130, 'speed': 3}, {'layer': '600mb', 'direction': 115, 'speed': 3}, {'layer': '550mb', 'direction': 90, 'speed': 3}, {'layer': '500mb', 'direction': 80, 'speed': 3}, {'layer': '450mb', 'direction': 65, 'speed': 3}, {'layer': '400mb', 'direction': 65, 'speed': 4}, {'layer': '350mb', 'direction': 80, 'speed': 5}, {'layer': '300mb', 'direction': 50, 'speed': 4}, {'layer': '250mb', 'direction': 35, 'speed': 3}, {'layer': '200mb', 'direction': 40, 'speed': 3}]",23,-1,15,-9999,rain,6,0,330,2,south africa
168,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 11}, {'layer': '750mb', 'rh': 12}, {'layer': '700mb', 'rh': 14}, {'layer': '650mb', 'rh': 15}, {'layer': '600mb', 'rh': 15}, {'layer': '550mb', 'rh': 15}, {'layer': '500mb', 'rh': 13}, {'layer': '450mb', 'rh': 13}, {'layer': '400mb', 'rh': 13}, {'layer': '350mb', 'rh': 15}, {'layer': '300mb', 'rh': 16}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': 290, 'speed': 2}, {'layer': '900mb', 'direction': 270, 'speed': 3}, {'layer': '850mb', 'direction': 260, 'speed': 3}, {'layer': '800mb', 'direction': 240, 'speed': 3}, {'layer': '750mb', 'direction': 215, 'speed': 3}, {'layer': '700mb', 'direction': 190, 'speed': 3}, {'layer': '650mb', 'direction': 145, 'speed': 3}, {'layer': '600mb', 'direction': 125, 'speed': 3}, {'layer': '550mb', 'direction': 115, 'speed': 3}, {'layer': '500mb', 'direction': 85, 'speed': 3}, {'layer': '450mb', 'direction': 65, 'speed': 3}, {'layer': '400mb', 'direction': 60, 'speed': 3}, {'layer': '350mb', 'direction': 60, 'speed': 4}, {'layer': '300mb', 'direction': 55, 'speed': 3}, {'layer': '250mb', 'direction': 35, 'speed': 4}, {'layer': '200mb', 'direction': 40, 'speed': 5}]",20,-1,15,-9999,rain,6,0,275,2,south africa
171,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 13}, {'layer': '750mb', 'rh': 14}, {'layer': '700mb', 'rh': 15}, {'layer': '650mb', 'rh': 15}, {'layer': '600mb', 'rh': 16}, {'layer': '550mb', 'rh': 15}, {'layer': '500mb', 'rh': 15}, {'layer': '450mb', 'rh': 15}, {'layer': '400mb', 'rh': 15}, {'layer': '350mb', 'rh': 15}, {'layer': '300mb', 'rh': 13}, {'layer': '250mb', 'rh': 13}, {'layer': '200mb', 'rh': 11}]","[{'layer': '950mb', 'direction': 60, 'speed': 3}, {'layer': '900mb', 'direction': 350, 'speed': 2}, {'layer': '850mb', 'direction': 285, 'speed': 2}, {'layer': '800mb', 'direction': 255, 'speed': 3}, {'layer': '750mb', 'direction': 220, 'speed': 3}, {'layer': '700mb', 'direction': 195, 'speed': 3}, {'layer': '650mb', 'direction': 180, 'speed': 3}, {'layer': '600mb', 'direction': 160, 'speed': 3}, {'layer': '550mb', 'direction': 150, 'speed': 3}, {'layer': '500mb', 'direction': 140, 'speed': 2}, {'layer': '450mb', 'direction': 65, 'speed': 3}, {'layer': '400mb', 'direction': 25, 'speed': 3}, {'layer': '350mb', 'direction': 40, 'speed': 4}, {'layer': '300mb', 'direction': 60, 'speed': 4}, {'layer': '250mb', 'direction': 70, 'speed': 4}, {'layer': '200mb', 'direction': 30, 'speed': 3}]",20,-1,15,-9999,rain,6,0,85,2,south africa
174,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 11}, {'layer': '750mb', 'rh': 10}, {'layer': '700mb', 'rh': 11}, {'layer': '650mb', 'rh': 13}, {'layer': '600mb', 'rh': 15}, {'layer': '550mb', 'rh': 15}, {'layer': '500mb', 'rh': 15}, {'layer': '450mb', 'rh': 15}, {'layer': '400mb', 'rh': 15}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 16}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': 5, 'speed': 3}, {'layer': '900mb', 'direction': 320, 'speed': 3}, {'layer': '850mb', 'direction': 20, 'speed': 2}, {'layer': '800mb', 'direction': 65, 'speed': 3}, {'layer': '750mb', 'direction': 115, 'speed': 4}, {'layer': '700mb', 'direction': 125, 'speed': 5}, {'layer': '650mb', 'direction': 125, 'speed': 5}, {'layer': '600mb', 'direction': 115, 'speed': 4}, {'layer': '550mb', 'direction': 95, 'speed': 3}, {'layer': '500mb', 'direction': 110, 'speed': 3}, {'layer': '450mb', 'direction': 140, 'speed': 3}, {'layer': '400mb', 'direction': 165, 'speed': 2}, {'layer': '350mb', 'direction': 135, 'speed': 2}, {'layer': '300mb', 'direction': 115, 'speed': 2}, {'layer': '250mb', 'direction': 55, 'speed': 3}, {'layer': '200mb', 'direction': 65, 'speed': 4}]",21,-1,15,-9999,rain,6,0,0,2,south africa
177,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 11}, {'layer': '750mb', 'rh': 11}, {'layer': '700mb', 'rh': 11}, {'layer': '650mb', 'rh': 13}, {'layer': '600mb', 'rh': 15}, {'layer': '550mb', 'rh': 15}, {'layer': '500mb', 'rh': 15}, {'layer': '450mb', 'rh': 15}, {'layer': '400mb', 'rh': 15}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 16}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': 340, 'speed': 3}, {'layer': '900mb', 'direction': 320, 'speed': 3}, {'layer': '850mb', 'direction': 355, 'speed': 2}, {'layer': '800mb', 'direction': 95, 'speed': 2}, {'layer': '750mb', 'direction': 120, 'speed': 3}, {'layer': '700mb', 'direction': 115, 'speed': 5}, {'layer': '650mb', 'direction': 115, 'speed': 5}, {'layer': '600mb', 'direction': 115, 'speed': 4}, {'layer': '550mb', 'direction': 125, 'speed': 3}, {'layer': '500mb', 'direction': 125, 'speed': 3}, {'layer': '450mb', 'direction': 110, 'speed': 3}, {'layer': '400mb', 'direction': 125, 'speed': 3}, {'layer': '350mb', 'direction': 130, 'speed': 3}, {'layer': '300mb', 'direction': 120, 'speed': 3}, {'layer': '250mb', 'direction': 100, 'speed': 3}, {'layer': '200mb', 'direction': 45, 'speed': 3}]",21,-1,15,-9999,rain,6,0,345,2,south africa
180,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 15}, {'layer': '850mb', 'rh': 9}, {'layer': '800mb', 'rh': 10}, {'layer': '750mb', 'rh': 9}, {'layer': '700mb', 'rh': 6}, {'layer': '650mb', 'rh': 9}, {'layer': '600mb', 'rh': 11}, {'layer': '550mb', 'rh': 14}, {'layer': '500mb', 'rh': 15}, {'layer': '450mb', 'rh': 15}, {'layer': '400mb', 'rh': 15}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 13}, {'layer': '250mb', 'rh': 8}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': 330, 'speed': 3}, {'layer': '900mb', 'direction': 330, 'speed': 3}, {'layer': '850mb', 'direction': 345, 'speed': 3}, {'layer': '800mb', 'direction': 55, 'speed': 2}, {'layer': '750mb', 'direction': 125, 'speed': 3}, {'layer': '700mb', 'direction': 130, 'speed': 5}, {'layer': '650mb', 'direction': 125, 'speed': 5}, {'layer': '600mb', 'direction': 105, 'speed': 5}, {'layer': '550mb', 'direction': 100, 'speed': 4}, {'layer': '500mb', 'direction': 130, 'speed': 3}, {'layer': '450mb', 'direction': 165, 'speed': 2}, {'layer': '400mb', 'direction': 140, 'speed': 2}, {'layer': '350mb', 'direction': 115, 'speed': 2}, {'layer': '300mb', 'direction': 105, 'speed': 3}, {'layer': '250mb', 'direction': 55, 'speed': 2}, {'layer': '200mb', 'direction': 60, 'speed': 4}]",23,-1,12,-9999,rain,6,0,330,2,south africa
183,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 10}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 14}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 11}, {'layer': '700mb', 'rh': 8}, {'layer': '650mb', 'rh': 8}, {'layer': '600mb', 'rh': 13}, {'layer': '550mb', 'rh': 14}, {'layer': '500mb', 'rh': 15}, {'layer': '450mb', 'rh': 14}, {'layer': '400mb', 'rh': 15}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 14}, {'layer': '250mb', 'rh': 15}, {'layer': '200mb', 'rh': 12}]","[{'layer': '950mb', 'direction': 325, 'speed': 2}, {'layer': '900mb', 'direction': 345, 'speed': 3}, {'layer': '850mb', 'direction': 355, 'speed': 3}, {'layer': '800mb', 'direction': 5, 'speed': 2}, {'layer': '750mb', 'direction': 130, 'speed': 2}, {'layer': '700mb', 'direction': 125, 'speed': 3}, {'layer': '650mb', 'direction': 125, 'speed': 4}, {'layer': '600mb', 'direction': 95, 'speed': 4}, {'layer': '550mb', 'direction': 75, 'speed': 4}, {'layer': '500mb', 'direction': 115, 'speed': 3}, {'layer': '450mb', 'direction': 125, 'speed': 4}, {'layer': '400mb', 'direction': 80, 'speed': 3}, {'layer': '350mb', 'direction': 75, 'speed': 2}, {'layer': '300mb', 'direction': 100, 'speed': 2}, {'layer': '250mb', 'direction': 60, 'speed': 3}, {'layer': '200mb', 'direction': 45, 'speed': 3}]",25,-4,11,-9999,none,6,0,330,2,south africa
186,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 8}, {'layer': '750mb', 'rh': 9}, {'layer': '700mb', 'rh': 9}, {'layer': '650mb', 'rh': 8}, {'layer': '600mb', 'rh': 9}, {'layer': '550mb', 'rh': 9}, {'layer': '500mb', 'rh': 11}, {'layer': '450mb', 'rh': 15}, {'layer': '400mb', 'rh': 14}, {'layer': '350mb', 'rh': 15}, {'layer': '300mb', 'rh': 14}, {'layer': '250mb', 'rh': 15}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': 345, 'speed': 2}, {'layer': '900mb', 'direction': 340, 'speed': 2}, {'layer': '850mb', 'direction': 350, 'speed': 3}, {'layer': '800mb', 'direction': 15, 'speed': 3}, {'layer': '750mb', 'direction': 85, 'speed': 3}, {'layer': '700mb', 'direction': 120, 'speed': 3}, {'layer': '650mb', 'direction': 120, 'speed': 4}, {'layer': '600mb', 'direction': 95, 'speed': 3}, {'layer': '550mb', 'direction': 110, 'speed': 4}, {'layer': '500mb', 'direction': 80, 'speed': 4}, {'layer': '450mb', 'direction': 65, 'speed': 3}, {'layer': '400mb', 'direction': 55, 'speed': 4}, {'layer': '350mb', 'direction': 40, 'speed': 2}, {'layer': '300mb', 'direction': 50, 'speed': 2}, {'layer': '250mb', 'direction': 65, 'speed': 3}, {'layer': '200mb', 'direction': 30, 'speed': 4}]",21,-1,14,-9999,none,6,0,345,2,south africa
189,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': 8}, {'layer': '800mb', 'rh': 8}, {'layer': '750mb', 'rh': 10}, {'layer': '700mb', 'rh': 12}, {'layer': '650mb', 'rh': 12}, {'layer': '600mb', 'rh': 12}, {'layer': '550mb', 'rh': 13}, {'layer': '500mb', 'rh': 14}, {'layer': '450mb', 'rh': 14}, {'layer': '400mb', 'rh': 15}, {'layer': '350mb', 'rh': 9}, {'layer': '300mb', 'rh': 14}, {'layer': '250mb', 'rh': 8}, {'layer': '200mb', 'rh': 7}]","[{'layer': '950mb', 'direction': 350, 'speed': 2}, {'layer': '900mb', 'direction': 345, 'speed': 2}, {'layer': '850mb', 'direction': 355, 'speed': 2}, {'layer': '800mb', 'direction': 45, 'speed': 2}, {'layer': '750mb', 'direction': 90, 'speed': 2}, {'layer': '700mb', 'direction': 115, 'speed': 3}, {'layer': '650mb', 'direction': 120, 'speed': 3}, {'layer': '600mb', 'direction': 115, 'speed': 3}, {'layer': '550mb', 'direction': 95, 'speed': 3}, {'layer': '500mb', 'direction': 75, 'speed': 3}, {'layer': '450mb', 'direction': 60, 'speed': 3}, {'layer': '400mb', 'direction': 60, 'speed': 3}, {'layer': '350mb', 'direction': 60, 'speed': 4}, {'layer': '300mb', 'direction': 30, 'speed': 3}, {'layer': '250mb', 'direction': 60, 'speed': 2}, {'layer': '200mb', 'direction': 45, 'speed': 4}]",20,-1,15,-9999,none,6,0,350,2,south africa
192,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 9}, {'layer': '850mb', 'rh': 8}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 11}, {'layer': '700mb', 'rh': 12}, {'layer': '650mb', 'rh': 13}, {'layer': '600mb', 'rh': 15}, {'layer': '550mb', 'rh': 14}, {'layer': '500mb', 'rh': 14}, {'layer': '450mb', 'rh': 13}, {'layer': '400mb', 'rh': 13}, {'layer': '350mb', 'rh': 10}, {'layer': '300mb', 'rh': 10}, {'layer': '250mb', 'rh': 7}, {'layer': '200mb', 'rh': 15}]","[{'layer': '950mb', 'direction': 345, 'speed': 2}, {'layer': '900mb', 'direction': 350, 'speed': 3}, {'layer': '850mb', 'direction': 35, 'speed': 2}, {'layer': '800mb', 'direction': 90, 'speed': 2}, {'layer': '750mb', 'direction': 105, 'speed': 2}, {'layer': '700mb', 'direction': 115, 'speed': 3}, {'layer': '650mb', 'direction': 125, 'speed': 3}, {'layer': '600mb', 'direction': 120, 'speed': 3}, {'layer': '550mb', 'direction': 100, 'speed': 3}, {'layer': '500mb', 'direction': 80, 'speed': 3}, {'layer': '450mb', 'direction': 55, 'speed': 3}, {'layer': '400mb', 'direction': 30, 'speed': 3}, {'layer': '350mb', 'direction': 65, 'speed': 4}, {'layer': '300mb', 'direction': 30, 'speed': 3}, {'layer': '250mb', 'direction': 20, 'speed': 3}, {'layer': '200mb', 'direction': 30, 'speed': 5}]",18,2,15,-9999,none,6,0,355,2,south africa
3,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 8}, {'layer': '800mb', 'rh': 5}, {'layer': '750mb', 'rh': 7}, {'layer': '700mb', 'rh': 9}, {'layer': '650mb', 'rh': 10}, {'layer': '600mb', 'rh': 10}, {'layer': '550mb', 'rh': 7}, {'layer': '500mb', 'rh': 2}, {'layer': '450mb', 'rh': -1}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': 2}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': 11}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': 145, 'speed': 2}, {'layer': '900mb', 'direction': 115, 'speed': 3}, {'layer': '850mb', 'direction': 100, 'speed': 3}, {'layer': '800mb', 'direction': 90, 'speed': 3}, {'layer': '750mb', 'direction': 85, 'speed': 3}, {'layer': '700mb', 'direction': 85, 'speed': 4}, {'layer': '650mb', 'direction': 80, 'speed': 4}, {'layer': '600mb', 'direction': 80, 'speed': 4}, {'layer': '550mb', 'direction': 80, 'speed': 4}, {'layer': '500mb', 'direction': 95, 'speed': 5}, {'layer': '450mb', 'direction': 105, 'speed': 5}, {'layer': '400mb', 'direction': 100, 'speed': 5}, {'layer': '350mb', 'direction': 100, 'speed': 5}, {'layer': '300mb', 'direction': 100, 'speed': 6}, {'layer': '250mb', 'direction': 80, 'speed': 5}, {'layer': '200mb', 'direction': 60, 'speed': 7}]",28,-4,10,-9999,none,0,0,140,2,australia
6,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 9}, {'layer': '850mb', 'rh': 7}, {'layer': '800mb', 'rh': 4}, {'layer': '750mb', 'rh': 6}, {'layer': '700mb', 'rh': 6}, {'layer': '650mb', 'rh': 8}, {'layer': '600mb', 'rh': 9}, {'layer': '550mb', 'rh': 2}, {'layer': '500mb', 'rh': 0}, {'layer': '450mb', 'rh': 1}, {'layer': '400mb', 'rh': -1}, {'layer': '350mb', 'rh': 1}, {'layer': '300mb', 'rh': 2}, {'layer': '250mb', 'rh': 12}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': 130, 'speed': 2}, {'layer': '900mb', 'direction': 110, 'speed': 3}, {'layer': '850mb', 'direction': 105, 'speed': 3}, {'layer': '800mb', 'direction': 95, 'speed': 3}, {'layer': '750mb', 'direction': 90, 'speed': 3}, {'layer': '700mb', 'direction': 90, 'speed': 3}, {'layer': '650mb', 'direction': 85, 'speed': 3}, {'layer': '600mb', 'direction': 85, 'speed': 4}, {'layer': '550mb', 'direction': 90, 'speed': 4}, {'layer': '500mb', 'direction': 95, 'speed': 5}, {'layer': '450mb', 'direction': 110, 'speed': 5}, {'layer': '400mb', 'direction': 110, 'speed': 4}, {'layer': '350mb', 'direction': 95, 'speed': 5}, {'layer': '300mb', 'direction': 100, 'speed': 5}, {'layer': '250mb', 'direction': 95, 'speed': 5}, {'layer': '200mb', 'direction': 55, 'speed': 6}]",28,-1,9,-9999,none,0,0,140,2,australia
9,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': 7}, {'layer': '800mb', 'rh': 4}, {'layer': '750mb', 'rh': 3}, {'layer': '700mb', 'rh': 3}, {'layer': '650mb', 'rh': 8}, {'layer': '600mb', 'rh': 10}, {'layer': '550mb', 'rh': 3}, {'layer': '500mb', 'rh': -2}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': 1}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': 7}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': 80, 'speed': 2}, {'layer': '900mb', 'direction': 95, 'speed': 3}, {'layer': '850mb', 'direction': 105, 'speed': 3}, {'layer': '800mb', 'direction': 105, 'speed': 3}, {'layer': '750mb', 'direction': 100, 'speed': 3}, {'layer': '700mb', 'direction': 95, 'speed': 3}, {'layer': '650mb', 'direction': 90, 'speed': 3}, {'layer': '600mb', 'direction': 90, 'speed': 3}, {'layer': '550mb', 'direction': 85, 'speed': 4}, {'layer': '500mb', 'direction': 90, 'speed': 5}, {'layer': '450mb', 'direction': 100, 'speed': 5}, {'layer': '400mb', 'direction': 95, 'speed': 5}, {'layer': '350mb', 'direction': 95, 'speed': 5}, {'layer': '300mb', 'direction': 95, 'speed': 6}, {'layer': '250mb', 'direction': 80, 'speed': 6}, {'layer': '200mb', 'direction': 50, 'speed': 7}]",29,-1,9,-9999,none,0,0,80,2,australia
12,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 8}, {'layer': '850mb', 'rh': 5}, {'layer': '800mb', 'rh': 2}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': 3}, {'layer': '650mb', 'rh': 8}, {'layer': '600mb', 'rh': 13}, {'layer': '550mb', 'rh': 10}, {'layer': '500mb', 'rh': -1}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': 13}, {'layer': '200mb', 'rh': 11}]","[{'layer': '950mb', 'direction': 65, 'speed': 2}, {'layer': '900mb', 'direction': 95, 'speed': 3}, {'layer': '850mb', 'direction': 105, 'speed': 3}, {'layer': '800mb', 'direction': 105, 'speed': 3}, {'layer': '750mb', 'direction': 105, 'speed': 3}, {'layer': '700mb', 'direction': 100, 'speed': 3}, {'layer': '650mb', 'direction': 95, 'speed': 4}, {'layer': '600mb', 'direction': 90, 'speed': 4}, {'layer': '550mb', 'direction': 80, 'speed': 4}, {'layer': '500mb', 'direction': 85, 'speed': 5}, {'layer': '450mb', 'direction': 95, 'speed': 6}, {'layer': '400mb', 'direction': 95, 'speed': 5}, {'layer': '350mb', 'direction': 85, 'speed': 5}, {'layer': '300mb', 'direction': 95, 'speed': 5}, {'layer': '250mb', 'direction': 65, 'speed': 5}, {'layer': '200mb', 'direction': 75, 'speed': 6}]",29,-4,9,-9999,none,0,0,70,2,australia
15,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 8}, {'layer': '850mb', 'rh': 4}, {'layer': '800mb', 'rh': 1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': 10}, {'layer': '600mb', 'rh': 13}, {'layer': '550mb', 'rh': 7}, {'layer': '500mb', 'rh': -1}, {'layer': '450mb', 'rh': -1}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': 15}, {'layer': '200mb', 'rh': 8}]","[{'layer': '950mb', 'direction': 55, 'speed': 2}, {'layer': '900mb', 'direction': 90, 'speed': 2}, {'layer': '850mb', 'direction': 115, 'speed': 3}, {'layer': '800mb', 'direction': 115, 'speed': 3}, {'layer': '750mb', 'direction': 110, 'speed': 3}, {'layer': '700mb', 'direction': 105, 'speed': 3}, {'layer': '650mb', 'direction': 100, 'speed': 4}, {'layer': '600mb', 'direction': 85, 'speed': 4}, {'layer': '550mb', 'direction': 80, 'speed': 4}, {'layer': '500mb', 'direction': 85, 'speed': 5}, {'layer': '450mb', 'direction': 90, 'speed': 5}, {'layer': '400mb', 'direction': 80, 'speed': 5}, {'layer': '350mb', 'direction': 75, 'speed': 5}, {'layer': '300mb', 'direction': 80, 'speed': 5}, {'layer': '250mb', 'direction': 60, 'speed': 5}, {'layer': '200mb', 'direction': 60, 'speed': 6}]",29,-4,9,-9999,none,0,0,55,2,australia
18,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 8}, {'layer': '850mb', 'rh': 5}, {'layer': '800mb', 'rh': 3}, {'layer': '750mb', 'rh': 2}, {'layer': '700mb', 'rh': 3}, {'layer': '650mb', 'rh': 9}, {'layer': '600mb', 'rh': 13}, {'layer': '550mb', 'rh': 4}, {'layer': '500mb', 'rh': -1}, {'layer': '450mb', 'rh': -1}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': 3}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': 70, 'speed': 2}, {'layer': '900mb', 'direction': 100, 'speed': 2}, {'layer': '850mb', 'direction': 125, 'speed': 3}, {'layer': '800mb', 'direction': 125, 'speed': 3}, {'layer': '750mb', 'direction': 120, 'speed': 3}, {'layer': '700mb', 'direction': 105, 'speed': 3}, {'layer': '650mb', 'direction': 95, 'speed': 3}, {'layer': '600mb', 'direction': 80, 'speed': 4}, {'layer': '550mb', 'direction': 85, 'speed': 4}, {'layer': '500mb', 'direction': 80, 'speed': 4}, {'layer': '450mb', 'direction': 90, 'speed': 5}, {'layer': '400mb', 'direction': 75, 'speed': 5}, {'layer': '350mb', 'direction': 65, 'speed': 5}, {'layer': '300mb', 'direction': 70, 'speed': 5}, {'layer': '250mb', 'direction': 65, 'speed': 5}, {'layer': '200mb', 'direction': 45, 'speed': 6}]",28,-1,9,-9999,none,0,0,65,2,australia
